IMAGE,CURRENT_FIX_INDEX,CURRENT_FIX_X,CURRENT_FIX_Y,CURRENT_FIX_DURATION,CURRENT_FIX_PUPIL,CURRENT_FIX_START,IMAGE_HEIGHT,IMAGE_WIDTH
Prostate3T-01-0027_14.jpg,1,0.4846041666666668,0.4931510416666668,770,2484,7,320.0,320.0
Prostate3T-01-0027_14.jpg,2,0.46559375,0.4807812500000001,722,2743,786,320.0,320.0
Prostate3T-01-0027_14.jpg,3,0.4918958333333332,0.4995312500000001,260,2978,1520,320.0,320.0
Prostate3T-01-0027_14.jpg,4,0.5131197916666668,0.5115104166666666,424,2999,1788,320.0,320.0
Prostate3T-01-0027_14.jpg,5,0.5516614583333335,0.4775260416666668,324,2985,2228,320.0,320.0
Prostate3T-01-0027_14.jpg,6,0.5144218750000001,0.4680208333333334,265,2943,2561,320.0,320.0
Prostate3T-01-0027_14.jpg,7,0.4399427083333333,0.448359375,323,2934,2846,320.0,320.0
Prostate3T-01-0027_14.jpg,8,0.4076510416666667,0.460078125,259,2955,3180,320.0,320.0
Prostate3T-01-0027_14.jpg,9,0.4019218749999999,0.5109895833333333,364,2944,3453,320.0,320.0
Prostate3T-01-0027_14.jpg,10,0.4680677083333333,0.5355989583333334,291,2933,3836,320.0,320.0
Prostate3T-01-0027_14.jpg,11,0.5627291666666668,0.5005729166666667,381,2961,4149,320.0,320.0
Prostate3T-01-0027_14.jpg,12,0.5404635416666668,0.4425,236,2944,4545,320.0,320.0
Prostate3T-01-0027_14.jpg,13,0.504265625,0.4378125000000001,310,2983,4791,320.0,320.0
Prostate3T-01-0027_14.jpg,14,0.4516614583333333,0.4135937500000001,327,3036,5117,320.0,320.0
Prostate3T-01-0027_14.jpg,15,0.3969739583333333,0.4195833333333335,365,3053,5464,320.0,320.0
Prostate3T-01-0027_14.jpg,16,0.385125,0.51671875,277,3064,5852,320.0,320.0
Prostate3T-01-0027_14.jpg,17,0.4071302083333333,0.5392447916666667,407,3077,6139,320.0,320.0
Prostate3T-01-0027_14.jpg,18,0.5813489583333334,0.5600781250000001,332,3085,6581,320.0,320.0
Prostate3T-01-0027_14.jpg,19,0.6103854166666667,0.5517447916666668,171,3076,6924,320.0,320.0
Prostate3T-01-0027_14.jpg,20,0.6056979166666668,0.4353385416666667,300,3079,7118,320.0,320.0
Prostate3T-01-0027_14.jpg,21,0.4913749999999999,0.4077343750000001,576,3058,7445,320.0,320.0
Prostate3T-01-0027_14.jpg,22,0.4161145833333334,0.4203645833333334,287,3067,8043,320.0,320.0
Prostate3T-01-0027_14.jpg,23,0.4017916666666667,0.4751822916666667,307,3088,8347,320.0,320.0
Prostate3T-01-0027_14.jpg,24,0.4770520833333333,0.5389843750000001,512,3168,8680,320.0,320.0
Prostate3T-01-0027_14.jpg,26,0.5244479166666667,0.4663281250000001,421,3344,9506,320.0,320.0
Prostate3T-01-0027_14.jpg,27,0.4945,0.5383333333333333,72,3247,9976,320.0,320.0
Prostate3T-01-0027_14.jpg,28,0.5197604166666668,0.5869010416666668,117,3239,10068,320.0,320.0
Prostate3T-01-0027_14.jpg,29,0.5193697916666667,0.5561718750000001,205,3298,10196,320.0,320.0
Prostate3T-01-0027_14.jpg,30,0.5732760416666667,0.4945833333333334,194,3316,10431,320.0,320.0
Prostate3T-01-0027_14.jpg,31,0.553875,0.4316927083333334,196,3286,10645,320.0,320.0
Prostate3T-01-0027_14.jpg,32,0.4442395833333333,0.440546875,330,3268,10867,320.0,320.0
Prostate3T-01-0027_14.jpg,33,0.41246875,0.52375,286,3254,11219,320.0,320.0
Prostate3T-01-0027_14.jpg,34,0.5730156250000001,0.5641145833333334,604,3341,11532,320.0,320.0
Prostate3T-01-0027_14.jpg,35,0.5679375000000001,0.50421875,573,3442,12151,320.0,320.0
Prostate3T-01-0027_14.jpg,36,0.5435885416666667,0.5040885416666667,129,3490,12734,320.0,320.0
ProstateDx-01-0005_8.jpg,1,0.5180416666666666,0.5273906249999999,528,2192,7,400.0,400.0
ProstateDx-01-0005_8.jpg,2,0.4625729166666666,0.5225729166666667,138,2212,551,400.0,400.0
ProstateDx-01-0005_8.jpg,3,0.4918697916666668,0.4870260416666666,293,2657,889,400.0,400.0
ProstateDx-01-0005_8.jpg,4,0.5496822916666667,0.51215625,401,2736,1202,400.0,400.0
ProstateDx-01-0005_8.jpg,5,0.5805416666666666,0.4878072916666666,349,2806,1619,400.0,400.0
ProstateDx-01-0005_8.jpg,6,0.595515625,0.5083802083333334,251,2846,1978,400.0,400.0
ProstateDx-01-0005_8.jpg,7,0.5841875000000001,0.4432760416666667,331,2957,2246,400.0,400.0
ProstateDx-01-0005_8.jpg,8,0.5399166666666667,0.4776510416666667,323,3016,2593,400.0,400.0
ProstateDx-01-0005_8.jpg,9,0.436140625,0.4596822916666666,285,3036,2942,400.0,400.0
ProstateDx-01-0005_8.jpg,10,0.4169999999999999,0.4771302083333334,468,3017,3237,400.0,400.0
ProstateDx-01-0005_8.jpg,11,0.4442135416666667,0.5293437499999999,337,3004,3720,400.0,400.0
ProstateDx-01-0005_8.jpg,12,0.5314531250000001,0.5354635416666667,297,3049,4078,400.0,400.0
ProstateDx-01-0005_8.jpg,13,0.5900468750000001,0.5296041666666667,293,3117,4395,400.0,400.0
ProstateDx-01-0005_8.jpg,14,0.6262447916666667,0.502390625,284,3167,4704,400.0,400.0
ProstateDx-01-0005_8.jpg,15,0.583015625,0.4380677083333334,399,3215,5009,400.0,400.0
ProstateDx-01-0005_8.jpg,16,0.5211666666666668,0.435984375,369,3166,5430,400.0,400.0
ProstateDx-01-0005_8.jpg,17,0.4370520833333334,0.4277812499999999,294,3153,5823,400.0,400.0
ProstateDx-01-0005_8.jpg,18,0.4067135416666666,0.4299947916666666,290,3158,6129,400.0,400.0
ProstateDx-01-0005_8.jpg,19,0.39278125,0.55278125,339,3159,6452,400.0,400.0
ProstateDx-01-0005_8.jpg,20,0.5749427083333334,0.5413229166666667,156,3230,6824,400.0,400.0
ProstateDx-01-0005_8.jpg,21,0.6172604166666666,0.527,308,3261,7001,400.0,400.0
ProstateDx-01-0005_8.jpg,22,0.6305416666666668,0.521921875,210,3305,7321,400.0,400.0
ProstateDx-01-0005_8.jpg,23,0.6444739583333333,0.4353333333333333,296,3404,7550,400.0,400.0
ProstateDx-01-0005_8.jpg,24,0.5824947916666666,0.4335104166666667,272,3377,7862,400.0,400.0
ProstateDx-01-0005_8.jpg,25,0.4491614583333333,0.4225729166666666,234,3293,8160,400.0,400.0
ProstateDx-01-0005_8.jpg,26,0.393953125,0.4314270833333333,249,3269,8413,400.0,400.0
ProstateDx-01-0005_8.jpg,27,0.361140625,0.4973125,248,3266,8682,400.0,400.0
ProstateDx-01-0005_8.jpg,28,0.5116614583333333,0.482078125,62,3320,8957,400.0,400.0
ProstateDx-01-0005_8.jpg,29,0.5117916666666666,0.4501770833333333,198,3480,9238,400.0,400.0
ProstateDx-01-0005_8.jpg,30,0.5186927083333333,0.4865052083333333,443,3421,9450,400.0,400.0
ProstateDx-01-0005_8.jpg,31,0.5444739583333333,0.4650208333333333,607,3518,10170,400.0,400.0
ProstateDx-01-0038_11.jpg,1,0.4965000000000001,0.5572135416666666,754,2269,7,400.0,400.0
ProstateDx-01-0038_11.jpg,2,0.5079583333333334,0.5324739583333333,232,2560,772,400.0,400.0
ProstateDx-01-0038_11.jpg,3,0.5372552083333334,0.5008333333333334,390,2781,1020,400.0,400.0
ProstateDx-01-0038_11.jpg,4,0.5049635416666668,0.4785677083333333,198,2911,1422,400.0,400.0
ProstateDx-01-0038_11.jpg,5,0.4928541666666666,0.4509635416666666,620,2991,1631,400.0,400.0
ProstateDx-01-0038_11.jpg,6,0.4603020833333333,0.4796093749999999,729,3111,2266,400.0,400.0
ProstateDx-01-0038_11.jpg,7,0.5332187500000001,0.5027864583333334,212,3198,3020,400.0,400.0
ProstateDx-01-0038_11.jpg,8,0.5560052083333333,0.4750520833333332,190,3228,3248,400.0,400.0
ProstateDx-01-0038_11.jpg,9,0.5284010416666668,0.4188020833333333,405,3284,3456,400.0,400.0
ProstateDx-01-0038_11.jpg,10,0.5478020833333335,0.4342968749999999,283,3352,3872,400.0,400.0
ProstateDx-01-0038_11.jpg,11,0.5626458333333334,0.4919791666666666,391,3391,4173,400.0,400.0
ProstateDx-01-0038_11.jpg,12,0.520328125,0.4128124999999999,226,3438,4586,400.0,400.0
ProstateDx-01-0038_11.jpg,13,0.47228125,0.4302604166666666,210,3416,4827,400.0,400.0
ProstateDx-01-0038_11.jpg,14,0.425796875,0.4724479166666666,522,3395,5058,400.0,400.0
ProstateDx-01-0038_11.jpg,15,0.5557447916666668,0.513203125,319,3470,5609,400.0,400.0
ProstateDx-01-0038_11.jpg,16,0.5804843750000002,0.5275260416666667,209,3495,5944,400.0,400.0
ProstateDx-01-0038_11.jpg,17,0.5075677083333334,0.5505729166666666,196,3466,6171,400.0,400.0
ProstateDx-01-0038_11.jpg,18,0.594546875,0.5029166666666667,253,3509,6391,400.0,400.0
